headline	lead_paragraph	web_url
Sudan Says Students With Western Passes Believed on Way to Syria	Twelve Sudanese medical students, most carrying Western passports, are believed to have travelled to Turkey with the intention of crossing into Syria to join Islamist militant groups, the university's dean of students said on Sunday.	http://www.nytimes.com/reuters/2015/06/28/world/americas/28reuters-mideast-crisis-sudan.html
Prankster Invades Kanye West Stage at Glastonbury Festival	"Kanye West declared himself ""the greatest living rock star on the planet"" at Britain's Glastonbury festival. But that didn't prevent a prankster from invading the rapper's performance and upstaging him."	http://www.nytimes.com/aponline/2015/06/28/world/europe/ap-eu-britain-glastonbury-kanye-west.html
Srebrenica Divided as Ever as Serbs Put Up Anti-EU Posters	Less than two weeks before the Srebrenica massacre's 20th anniversary, Muslims and Eastern Orthodox Serbs in the Bosnian town are as divided as ever.	http://www.nytimes.com/aponline/2015/06/28/world/europe/ap-eu-bosnia-srebrenica.html
Danish Liberals Leader Appointed PM, Names His Cabinet	Liberal party leader Lars Lokke Rasmussen was appointed Danish prime minister on Sunday and named ministers in a government that has a small minority in parliament and will have to rely heavily on outside support on a vote by vote basis.	http://www.nytimes.com/reuters/2015/06/28/world/europe/28reuters-denmark-politics.html
U.S. Air Strikes Target Militants Near Border in East Afghanistan	U.S. military air strikes have targeted militants who were threatening international coalition forces near the border in eastern Afghanistan, a U.S. forces spokesman said on Sunday.	http://www.nytimes.com/reuters/2015/06/28/world/asia/28reuters-afghanistan-usa.html
Historic Meeting of Pope and Russian Orthodox Head Seen Nearer	"An historic meeting between Pope Francis and Patriarch Kirill of the Russian Orthodox Church is ""getting closer every day,"" a senior Orthodox prelate said in an interview published on Sunday."	http://www.nytimes.com/reuters/2015/06/28/world/europe/28reuters-pope-orthodox.html
Young Soccer Player, Blogger Among Those Killed in Tunisia	Three men from the same British family, a recently engaged lifestyle blogger and a couple whose children launched a desperate social media campaign to find them were among those feared killed in the Tunisian beach attack.	http://www.nytimes.com/aponline/2015/06/28/world/africa/ap-tunisia-victims.html
Gunmen Kill Senior Iraqi Oil Official in Iraq's Kirkuk	Gunmen shot dead a senior oil official working for Iraq's state-run North Oil Company (NOC) on Sunday, police and company officials said.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-mideast-crisis-iraq.html
Armenia Police Order Protesters to Disperse	Police in Armenia's capital on Sunday ordered thousands of demonstrators to disperse, moving to end a protest against higher electricity rates that has blocked a main avenue in Yerevan for nearly a week.	http://www.nytimes.com/aponline/2015/06/28/world/europe/ap-eu-armenia-protest.html
Factbox: A Guide to Nuclear Talks Between Iran and Six Major Powers	Iran and six world powers - the United States, Britain, France, Germany, Russia and China - are in what may be the final phase of negotiations aimed at securing a deal on sanctions relief in exchange for limits on Iranian nuclear activities.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-iran-nuclear-factbox.html
Iran, Big Powers Plan to Keep Negotiating Beyond June 30	The six nations seeking to negotiate a long-term agreement with Iran to curb the most sensitive parts of its nuclear programme plan to continue negotiating beyond Tuesday's deadline, a senior U.S. official said.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-iran-nuclear-timing.html
Lufthansa Readies Compensation for Germanwings Crash	Deutsche Lufthansa plans to make offers of compensation in the coming days to the families of those killed in the crash of a Germanwings jet in the French Alps in late March, a spokesman for the airline said on Sunday.	http://www.nytimes.com/reuters/2015/06/28/world/europe/28reuters-lufthansa-germanwings-payments.html
French Attack Suspect: Lone Wolf Islamist or 'Guy Who Flipped'?	Even as French investigators piece together a clearer picture of events that led on Friday to the beheading of a transport firm manager and attempted destruction of a chemicals plant, the real motivation of the chief suspect remains elusive.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-france-blast-suspect.html
Venezuela's Struggling Socialists Hold Primaries for Parliamentary Vote	Venezuela's ruling socialists held primaries on Sunday ahead of December's parliamentary election they are forecast to lose due to a biting recession and discontent with the late Hugo Chavez's  uncharismatic successor.	http://www.nytimes.com/reuters/2015/06/28/world/americas/28reuters-venezuela-politics.html
Afghan Official: IS Group Present In at Least 3 Provinces	An Afghan official says the Islamic State group now has a presence in three provinces but that the government is determined to drive it out.	http://www.nytimes.com/aponline/2015/06/28/world/asia/ap-as-afghanistan.html
Pope Applauds Ecology Advocates in Rome From Many Religions	"Pope Francis on Sunday encouraged people of different religions to work together in caring for the Earth, which he called our ""common house."""	http://www.nytimes.com/aponline/2015/06/28/world/europe/ap-eu-rel-vatican-pope-environment.html
Flash Floods, Landslides Kill 23 in Southeastern Bangladesh	At least 23 people have died in flash floods and landslides triggered by heavy rains that lashed southeastern Bangladesh, officials said on Sunday.	http://www.nytimes.com/reuters/2015/06/28/world/asia/28reuters-bangladesh-flood.html
French Police Escort Suspect in Beheading to His Home	Police investigators wearing masks escorted a man accused of a beheading to his home in southeastern France on Sunday, searching for a possible international link to the killing after he sent a photo of the victim to a contact in Syria, a security official said.	http://www.nytimes.com/aponline/2015/06/28/world/europe/ap-eu-france-attack.html
France Attack Suspect Admits Killing, Police Make Link to Syria	The suspected Islamist who attempted to blow up a French chemical plant on Friday has admitted killing his manager beforehand, a source close to the investigation said on Sunday, as police linked the suspect to a militant now in Syria.	http://www.nytimes.com/reuters/2015/06/28/world/europe/28reuters-france-blast-investigation.html
Britain's Hammond Says Major Differences Remain in Iran Talks	British Foreign Secretary Philip Hammond said on Sunday there were still major differences on a proposed nuclear deal between major powers and Iran and there would need to be concessions to reach an agreement.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-iran-nuclear-hammond.html
Iran Nuclear Deal Possible, With Political Will: EU's Mogherini	European Union foreign policy chief Federica Mogherini said on Sunday that a last-minute deal between Iran and world powers on Tehran's nuclear program was still possible.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-iran-nuclear-mogherini-will.html
Iran's Zarif to Return to Tehran for Consultations on Nuclear Talks	Iran's Foreign Minister Mohammad Javad Zarif will return on Sunday to Tehran for one day to consult with the country's leadership over the ongoing nuclear talks with major powers ahead of a June 30 deadline, Iran's Tasnim news agency reported.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-iran-nuclear-zarif.html
African Union Says Burundi Election Not Free or Fair, Speaker Flees	The African Union stood down its election observers in Burundi on Sunday, saying Monday's parliamentary election would be neither free nor fair, as the speaker of parliament said he had fled after being threatened and heavy gunfire echoed across the capital.	http://www.nytimes.com/reuters/2015/06/28/world/africa/28reuters-burundi-politics.html
Rouhani Aims to Bring Transparency to Iran's Legal System	Iran's judicial system must become more transparent and political crimes should be clearly defined, President Hassan Rouhani said on Sunday, in some of his strongest comments on domestic reform since taking office.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-iran-judiciary-rouhani.html
Bus Carrying British Children Crashes in Belgium; 1 Dead	A bus carrying British schoolchildren went off a highway and overturned near the Belgian coast on Sunday morning, killing one driver and injuring another as well as some of the children, officials said.	http://www.nytimes.com/aponline/2015/06/28/world/europe/ap-eu-belgium-bus-crash.html
Germany's Oldest Remaining Nuclear Plant Shuts Down	Germany's oldest remaining nuclear reactor has been shut down, part of a move initiated four years ago to switch off all its nuclear plants by the end of 2022.	http://www.nytimes.com/aponline/2015/06/28/world/europe/ap-eu-germany-nuclear-shutdown.html
Tsipras Defiant as Banks Shut, Markets Rocked	Anxious pensioners swarmed closed bank branches Monday and long lines snaked outside ATMs as Greeks endured the first day of serious controls on their daily economic lives ahead of a referendum that could determine whether the country has to ditch the euro currency and return to the drachma.	http://www.nytimes.com/aponline/2015/06/28/world/europe/ap-eu-greece-bailout.html
Western Officials Suggest Iran Tries to Wiggle Out of Nuclear Pledges	Iran is backtracking from an interim nuclear agreement with world powers three months ago, Western officials suggested on Sunday, as U.S. and Iranian officials said talks on a final accord would likely run past a June 30 deadline.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-iran-nuclear.html
Armed Tunisian Police Swarm Streets of Tourist Towns	Hundreds of armed police patrolled the streets of Tunisia's beach resorts on Sunday and the government said it will deploy hundreds more inside hotels after the Islamist militant attack in Sousse that killed 39 foreigners, mostly Britons.	http://www.nytimes.com/reuters/2015/06/28/world/africa/28reuters-tunisia-security.html
Kuwait Names Saudi Man as Suicide Bomber in Mosque Attack	Kuwaiti authorities on Sunday identified the suicide bomber behind an attack on a Shiite mosque that killed 27 people as a Saudi citizen who flew into the Gulf nation just hours before blowing himself up.	http://www.nytimes.com/aponline/2015/06/28/world/middleeast/ap-ml-kuwait.html
Kuwait Says Mosque Bomber Was Young Saudi Man, Detains Driver	Kuwait identified the suicide bomber behind its worst militant attack as a young Saudi Arabian man and said on Sunday it had detained the driver of the vehicle that took him to a Shi'ite Muslim mosque where he killed 27 people.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-kuwait-blast.html
Hundreds Still in Hospital After Fire at Taiwan Music Party	More than 400 people, many of them seriously burned, remained in hospitals Sunday after a fire spread into a crowd of spectators at a music party at a Taiwan water park, authorities said.	http://www.nytimes.com/aponline/2015/06/28/world/asia/ap-as-taiwan-fire.html
The Latest: No Bank Withdrawal Limits on Foreign Cards	The latest developments on Greece's bailout negotiations (all times local):	http://www.nytimes.com/aponline/2015/06/28/world/europe/ap-eu-greece-bailout-the-latest.html
Bus Carrying British Children Crashes in Belgium, Driver Dead	A British bus with 34 children on board overturned and crashed on a motorway in Belgium on Sunday morning, killing a driver.	http://www.nytimes.com/reuters/2015/06/28/world/europe/28reuters-belgium-crash.html
Burundi: 2 Killed in Overnight Attacks Blamed on the Police	At least two people were killed in overnight attacks that they believe were carried out by Burundian police, witnesses said Sunday as the country prepared for legislative elections despite an upsurge in violence.	http://www.nytimes.com/aponline/2015/06/28/world/africa/ap-af-burundi-political-tension.html
The Latest: Queen Elizabeth II Shocked About Tunisia Attack	The latest developments on the attack that killed at least 38 people at a Tunisian beach resort:	http://www.nytimes.com/aponline/2015/06/28/world/middleeast/ap-ml-tunisia-attack-the-latest.html
Air Strikes in Northwest Pakistan Kill 20 Militants: Officials	Air strikes killed at least 20 suspected militants in Pakistan's northwestern Shawal Valley on Sunday, intelligence officials said, more than a month after security forces moved in on Pakistani Taliban strongholds in the region.	http://www.nytimes.com/reuters/2015/06/28/world/asia/28reuters-pakistan-militants.html
Nuke Talks to Miss Target; Iran Foreign Minister Heads Home	A senior U.S. official acknowledged Sunday that Iran nuclear talks will go past their June 30 target date, as Iran's foreign minister prepared to head home for consultations before returning to push for a breakthrough.	http://www.nytimes.com/aponline/2015/06/28/world/middleeast/ap-iran-nuclear-talks-.html
Britain Warns Further Islamist Attacks in Tunisia Possible	Britain says Islamist militants may launch further attacks on tourist resorts in Tunisia after a gunman killed 39 people, including at least 15 Britons, in the worst assault of its kind in modern Tunisian history.	http://www.nytimes.com/reuters/2015/06/28/world/europe/28reuters-tunisia-security-britain-attack.html
European Tour Operators Evacuate Thousands From Tunisia After Attack	Tour companies were evacuating thousands of foreign holidaymakers from Tunisia on Saturday, a day after a gunman killed 39 people at a beach hotel in an attack claimed by Islamic State.	http://www.nytimes.com/reuters/2015/06/28/world/europe/28reuters-tunisia-security-britain.html
Albania Police Arrest 2 More Suspects in Policeman's Slaying	Albanian police have arrested two suspects considered to be the leaders of the armed group that fatally shot one policeman and wounded two others this week.	http://www.nytimes.com/aponline/2015/06/28/world/europe/ap-eu-albania-marijuana-village.html
Kuwait Says Mosque Suicide Bomber Was Saudi-State Media	Kuwait has identified the suicide bomber who carried out the country's worst attack as a Saudi citizen, Kuwait state media reported on Sunday.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-kuwait-blast-bomber.html
Kuwait Says Mosque Suicide Bomber Was Saudi: State Media	Kuwait has identified the suicide bomber who carried out the country's worst attack as a Saudi citizen, Kuwait state media reported on Sunday.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-kuwait-blast-vehicle.html
Conservationists to Move 7 Lions From South Africa to Rwanda	A conservation group plans to move seven lions from South Africa to a national park in Rwanda, where it says the lion population was wiped out 15 years ago.	http://www.nytimes.com/aponline/2015/06/28/world/africa/ap-af-south-africa-lions.html
Senior Uighur Official Investigated for Graft in China's Xinjiang	"A senior ethnic Uighur official in China's unruly far western region of Xinjiang is being investigated for suspected serious ""discipline violations"", the Communist Party's anti-graft watchdog said on Sunday, using a euphemism for corruption."	http://www.nytimes.com/reuters/2015/06/28/world/asia/28reuters-china-corruption-xinjiang.html
Japan Mourns Passing of Tama, the Cat Stationmaster	Tama the stationmaster, Japan's feline star of a struggling local railway, was mourned by company officials and fans and elevated into a goddess at a funeral Sunday.	http://www.nytimes.com/aponline/2015/06/28/world/asia/ap-as-japan-cat-funeral.html
Saudi Soldier Killed in Cross-Border Shelling From Yemen	A Saudi soldier was killed and another wounded by shelling from forces loyal to former Yemeni president Ali Abdullah Saleh and Houthi rebels near the Yemen border, Saudi state news agency SPA said on Sunday.	http://www.nytimes.com/reuters/2015/06/28/world/middleeast/28reuters-yemen-security-borders.html
Pro-European Candidate Leads in Moldova Vote	Near-final results gave a pro-European Union candidate a comfortable lead in the runoff vote for mayor of Moldova's biggest city Sunday, in an election seen as a test of whether the former Soviet republic moves closer to the EU or to neighboring Russia.	http://www.nytimes.com/aponline/2015/06/28/world/europe/ap-eu-moldova-elections.html
Taiwan Probes Water Park Fire as Tally of Injured Put at 498	The number of party revelers injured in a fire at a Taiwan water park was put at 498 on Sunday as authorities began investigating the cause, suspected to be a sudden explosion of a colored powder thrown on those attending the party.	http://www.nytimes.com/reuters/2015/06/28/world/asia/28reuters-taiwan-fire.html
Paraguayan Bishop Ousted by Pope Scrutinized for Spending	Children awaiting surgery and women fleeing domestic violence never saw the $350,000 donated for their benefit. Then, there were the questionable property sales and the money for a cleaning business partially owned by a relative.	http://www.nytimes.com/aponline/2015/06/28/world/americas/ap-lt-paraguay-ousted-bishop.html
Venezuela's Ruling Party Taps Celeb Candidates to Woo Youth	With only 26 years of age, Jesus Casanova has already earned a degree in journalism, is the owner of a South American swimming championship and last year was crowned Mister Venezuela in this beauty-obsessed nation. Now he wants to add a new title to his achievements: congressman.	http://www.nytimes.com/aponline/2015/06/28/world/americas/ap-lt-venezuela-socialist-primaries.html
Taiwan Water Park Blast Leaves Hundreds Injured	No deaths were reported, but at least 516 people were injured when a cloud of colored powder erupted into a huge fireball during a live event at the park northwest of Taipei.	http://www.nytimes.com/2015/06/28/world/asia/taiwan-water-park-fire-and-explosion.html
Trying to Placate All, Iran Leader Zigs and Zags on Nuclear Talks	Ayatollah Ali Khamenei’s ambiguity, meant to keep the moderate opposition happy while placating the hard-liners, has been part of his strategy for more than a decade.	http://www.nytimes.com/2015/06/28/world/middleeast/trying-to-placate-all-iran-leader-zigs-and-zags-on-nuclear-talks.html
Youth Chorus Unites Israelis and Palestinians, at Least for a Few Hours	The Jerusalem Youth Chorus, established in 2012, is one of the few coexistence initiatives to weather the hatred and violence that have erupted on both sides over the past year.	http://www.nytimes.com/2015/06/28/world/youth-chorus-unites-israelis-and-palestinians-at-least-for-a-few-hours.html
A Search for Survival and Family Amid the Violence in South Sudan	A majority of the more than 1.5 million displaced people have sought refuge on the banks of the Nile, hoping that the swelling waters would offer protection.	http://www.nytimes.com/2015/06/28/world/africa/a-search-for-survival-and-family-amid-the-violence-in-south-sudan.html
Parliament of Sri Lanka Is Dissolved by President	President Maithripala Sirisena dissolved the Parliament loyal to his predecessor and called new elections in an attempt to consolidate power and carry out his promise of reforms.	http://www.nytimes.com/2015/06/28/world/asia/parliament-of-sri-lanka-is-dissolved-by-president.html
Mass Funeral Held in Kuwait for 27 Killed in Bombing	The police said they were interrogating a number of people with possible links to the attack, which was claimed by an affiliate of the Islamic State group.	http://www.nytimes.com/2015/06/28/world/middleeast/mass-funeral-held-in-kuwait-for-27-killed-in-bombing.html
Suspect in Attack in France Had Ties to Radical Islamist	Yassine Salhi, who the authorities say decapitated his boss before setting off an explosion at a chemical plant on Friday, belonged to the circle around a radical Islamist.	http://www.nytimes.com/2015/06/28/world/europe/suspect-in-attack-in-france-had-ties-to-radical-islamist.html
Kerry, in Vienna, Begins Effort to Complete Nuclear Accord With Iran	The secretary of state faced a deadline that American officials have almost conceded that the parties will not meet.	http://www.nytimes.com/2015/06/28/world/europe/kerry-in-vienna-begins-effort-to-complete-nuclear-accord-with-iran.html
Once a Beloved French Symbol, Cousteau’s Ship Now Rusts Into Oblivion	Jacques Cousteau’s famed research vessel has languished in a coastal French warehouse as a monetary dispute over its restoration and future drags on.	http://www.nytimes.com/2015/06/28/world/europe/once-a-beloved-french-symbol-a-ship-now-rusts-into-oblivion.html
Gunman Focused on Tourists in Slaughter at a Tunisian Beach Hotel	The killer pursued sunbathers from the beach to the pool and eventually to the administration offices of the Imperial Marhaba Hotel, slaying 39 people and wounding 38 others.	http://www.nytimes.com/2015/06/28/world/africa/gunman-pursued-tourists-in-slaughter-at-a-tunisian-beach-hotel.html
ISIS and the Lonely Young American	For months, Alex had been growing closer to a new group of friends online – the kindest she had ever had – who were teaching her what it meant to be a Muslim.	http://www.nytimes.com/2015/06/28/world/americas/isis-online-recruiting-american.html
Greek Debt Crisis Intensifies as Extension Request Is Denied	European officials rejected Greece’s request to extend its bailout program so voters could decide whether to accept aid under terms the government opposes.	http://www.nytimes.com/2015/06/28/world/europe/for-eurozone-a-day-of-dueling-agendas-on-greek-debt.html
In Hindi Films, Strong Women Are a Formula That Works	The most popular Hindi films in recent months have been led by women. They have been made for the purest reason in commercial cinema: They make money.	http://www.nytimes.com/2015/06/28/world/asia/in-hindi-films-strong-women-are-a-formula-that-works.html
Armenian President Tries to End Days of Protests	Armenia's president tried to ease days of tension by suspending an increase in public electricity bills, pending a review of the decision, but failed to end a protest by thousands of people.	http://www.nytimes.com/reuters/2015/06/27/world/europe/27reuters-armenia-protest.html
World's Ugliest Dog Crowned at Annual California Pageant	A plucky mixed breed with a humped back and pit bull heritage has been crowned the World&#8217;s Ugliest Dog, beating out 26 other contestants in an annual California-based pageant, event officials said on Saturday.	http://www.nytimes.com/reuters/2015/06/27/world/europe/27reuters-usa-dogs-ugly.html
US Warns Kosovo of Consequences After Failed War Crimes Vote	The United States says it won't block Russia's attempts to establish a U.N. tribunal to investigate allegations that Kosovo's ethnic Albanian wartime leaders killed hundreds of Serbs civilians after the country's lawmakers rejected amendments to the constitution to allow a Western-backed court deal with the claims.	http://www.nytimes.com/aponline/2015/06/27/world/europe/ap-eu-kosovo-special-court.html
Terror on the Beach: Tourists Recount Tunisia Attack Horrors	Tunisia's postcard destination for tourists is reeling from the terror that blighted another day of play at the Mediterranean seaside resort of Sousse. A man armed with a Kalashnikov and grenades gunned down tourists on a private beach, and then moved methodically through the grounds of a luxury hotel &#8212; to the swimming pool, reception area and offices.	http://www.nytimes.com/aponline/2015/06/27/world/middleeast/ap-ml-tunisia-beach-rampage.html
Suicide Bombers Kill at Least Three in Northeast Nigeria	Two suicide bombers killed at least three people and injured 16 in the capital of the northeastern Nigerian state of Borno on Saturday, the latest in a string of deadly attacks by suspected Islamist militants.	http://www.nytimes.com/reuters/2015/06/27/world/africa/27reuters-nigeria-blast.html
U.S. Episcopal Church Elects First Black Presiding Bishop	The U.S. Episcopal Church elected its first black presiding bishop on Saturday at its general conference in Salt Lake City, where members of the Christian denomination discussed its position on same-sex marriage, gun violence and outreach.	http://www.nytimes.com/reuters/2015/06/27/world/middleeast/27reuters-usa-episcopal-bishop.html
U.S. Senators Visit Cuba, Hope Congress Will Ease Restrictions	Three visiting U.S. senators said on Saturday they hoped Congress would support President Barack Obama's opening toward Cuba, including lifting a ban on U.S. citizens traveling to the Communist-run island.	http://www.nytimes.com/reuters/2015/06/27/world/americas/27reuters-cuba-usa.html
Egypt Sees Sandstorm and Earthquake on the Same Day	Egypt faced treacherous weather conditions Saturday as a sandstorm blanketed the north of the country and a magnitude-5.2 earthquake centered in the Sinai peninsula shook buildings more than 200 miles away in the capital, Cairo.	http://www.nytimes.com/aponline/2015/06/27/world/middleeast/ap-ml-egypt-weather.html
Gunmen Burn Election Material at Burundi Polling Station Days Ahead of Vote	Unidentified gunmen set fire to ballot papers and other material in a district polling station northeast of Burundi on Saturday, days before a parliamentary election that opposition parties have said they will boycott.	http://www.nytimes.com/reuters/2015/06/27/world/africa/27reuters-burundi-politics.html
US Sen. Leahy Sees 'Positive Change,' Work to Do in Cuba	A leading U.S. Democratic senator said Saturday that Cuba is making progress on reform, but much remains to be done, including opening a U.S. embassy in the country.	http://www.nytimes.com/aponline/2015/06/27/world/americas/ap-cb-cuba-us.html
Kuwait's Shi'ites Mourn Blast Victims and Lament Sectarianism	As a body passed, shrouded in Kuwait's flag, dozens of hands were raised from the crowd to support the bier and help carry it toward the Shi'ite Muslim cemetery where most victims of Friday's Islamic State mosque attack were buried on Saturday. 	http://www.nytimes.com/reuters/2015/06/27/world/middleeast/27reuters-kuwait-blast-funeral.html
Brazil's Finance Minister Suffers Pulmonary Embolism	Brazil's Finance Ministry says Minister Joaquim Levy suffered a pulmonary embolism Friday night but was recovering and was expected to fly New York to accompany President Dilma Rousseff on her official visit to the United States.	http://www.nytimes.com/aponline/2015/06/27/world/americas/ap-lt-brazil-finance-minister.html
U.S., Allies Target Islamic State in Syria With 14 Air Strikes	U.S. and coalition forces launched 14 air strikes against Islamic State targets in Syria and seven in Iraq on Friday, the U.S. military said, amid reports the militant group killed 145 civilians in the town of Kobani.	http://www.nytimes.com/reuters/2015/06/27/world/middleeast/27reuters-mideast-crisis-airstrikes.html
Congo's Kabila Files Corruption Complaint Against Officials	Democratic Republic of Congo's President Joseph Kabila has filed a criminal complaint against more than a dozen current and former government officials for fraud and corruption, the media ministry confirmed on Saturday. 	http://www.nytimes.com/reuters/2015/06/27/world/africa/27reuters-congodemocratic-politics.html
Argentine Judge Orders Seizure of Falklands Drillers' Assets	An Argentine judge has ordered the seizure of assets of oil drilling companies operating in the Falklands Islands, including property held by U.S. firm Noble Energy, as the country takes a firmer line on the disputed territory ahead of October elections.	http://www.nytimes.com/reuters/2015/06/27/world/europe/27reuters-argentina-falklands.html
Turkey's Erdogan Says Will 'Never Allow' Kurdish State: Media	President Tayyip Erdogan was quoted on Saturday as saying Turkey would never allow the formation of a Kurdish state embracing  its south-east and parts of northern Syria, comments likely to anger Kurds as a peace process with Ankara stalls.	http://www.nytimes.com/reuters/2015/06/27/world/europe/27reuters-mideast-crisis-turkey-kurds.html
Fire Injures Hundreds at Taiwanese Water Park	The fire, set off after an unknown powder exploded on a music stage, spread into a crowd at a party Saturday night at the water park, injuring more than 200 people, the authorities said.	http://www.nytimes.com/aponline/2015/06/27/world/asia/ap-as-taiwan-fire.html
Armenian President Suspends Electricity Hikes Behind Protest	The president of Armenia on Saturday suspended hikes in household electricity rates in an effort to end the protests that have blocked the capital's main avenue for six straight days. The demonstrators, however, didn't disperse.	http://www.nytimes.com/aponline/2015/06/27/world/europe/ap-eu-armenia-protest.html
Heat Wave Originating in North Africa Engulfs Much of Spain	Weather stations across Spain are warning people to take extra precautions as a heat wave engulfs much of the country, increasing the risk of wildfires.	http://www.nytimes.com/aponline/2015/06/27/world/europe/ap-eu-spain-heat-wave.html
Nearly 200 Injured Amid Fire Explosion in Taiwan-Media	About 200 people were injured after a fire suspected to have stemmed from the explosion of an unknown flammable powder occurred in a recreational park in northern Taiwan, local media reported on Saturday.	http://www.nytimes.com/reuters/2015/06/27/world/asia/27reuters-taiwan-fire.html
US Same-Sex Marriage Ruling Likely to Impact Other Countries	The landmark U.S. Supreme Court ruling in favor of same-sex marriages has no legal force outside the United States, but gay rights activists in many parts of the world believe the court ruling will help their cause.	http://www.nytimes.com/aponline/2015/06/27/world/europe/ap-gay-marriage-around-the-world.html
British Death Toll in Tunisia Attack Rises to 15: British Minister	The number of Britons confirmed to have died in an attack on a Tunisian beach hotel has risen to 15 and could rise further, junior Foreign Office Minister Tobias Ellwood said in London on Saturday.	http://www.nytimes.com/reuters/2015/06/27/world/europe/27reuters-tunisia-security-britain-toll.html
Once Unheard of, US-Iran Exchanges Becoming the New Normal	Here's the scene Saturday in Vienna: The top American and Iranian diplomats are facing each other across a square table in a 19th century palace.	http://www.nytimes.com/aponline/2015/06/27/world/europe/ap-eu-iran-us-new-normal.html
Security Precautions in Poland for Cross-Dresser's Concert	Authorities in southern Poland have banned music fans from bringing glass bottles and metal objects to a concert of the bearded cross-dressing Austrian diva Conchita Wurst.	http://www.nytimes.com/aponline/2015/06/27/world/europe/ap-eu-poland-conchita-wurst.html
Yemen's Houthis Attack Aden Refinery, Fire Starts-Witnesses	Yemen's Houthi fighters fired missiles at storage tanks at an Aden refinery on Saturday, starting a large fire, and 14 people were killed in clashes between the Houthis and Saudi-led forces near the southern port city, witnesses and residents said.	http://www.nytimes.com/reuters/2015/06/27/world/middleeast/27reuters-yemen-security-aden.html
Flirting With the Islamic State	The conversations between a young woman in rural Washington State and a British man with ties to radical Islam may provide clues about how ISIS recruits new members around the world.	http://www.nytimes.com/video/world/100000003749550/flirting-with-the-islamic-state.html
Armenia Says Soldier Killed in Border Clash With Azerbaijan	Armenia said one of its soldiers died in clashes with troops from neighbouring Azerbaijan late on Friday, as a territorial dispute ground on between the former Soviet republics.	http://www.nytimes.com/reuters/2015/06/27/world/europe/27reuters-armenia-azerbaijan-conflict.html
Turkey Looking to Construct More Walls on Syrian Border-Officials	Turkey wants to construct more walls along its border with Syria to strengthen security against Islamic State militants and crack down on illegal border crossings, senior officials told Reuters on Saturday. 	http://www.nytimes.com/reuters/2015/06/27/world/europe/27reuters-mideast-crisis-turkey-security.html
Weeklong Heat Wave in Southern Pakistan Kills 1,233 People	A devastating weeklong heat wave in Pakistan's southern port city of Karachi killed 1,233 people, an official said.	http://www.nytimes.com/aponline/2015/06/27/world/asia/ap-as-pakistan.html
France's Fabius Says Three Conditions Still Not Met for Iran Deal	"France's foreign minister said on Saturday there were three conditions that Iran still needed to accept to ensure a ""solid"" agreement with major powers over its nuclear program. "	http://www.nytimes.com/reuters/2015/06/27/world/middleeast/27reuters-iran-talks-france.html
Denmark to Get a 1-Party Minority Government	Denmark's Royal Palace says the leader of Denmark's center-right Liberals will present a new small, minority government with his party alone but backed by a parliamentary majority.	http://www.nytimes.com/aponline/2015/06/27/world/europe/ap-eu-danish-politics.html
Syrian Foreign Minister to Discuss Peace Efforts in Moscow	Syria's foreign minister will meet his Russian counterpart in Moscow next week to discuss ways to resolve the conflict in Syria, Russia's foreign ministry said on Saturday.	http://www.nytimes.com/reuters/2015/06/27/world/middleeast/27reuters-mideast-crisis-russia.html
Gambia Rescinds Expulsion of Businessman Accused of Hezbollah Ties	Gambia's President Yahya Jammeh has reversed a decision to deport a Lebanese businessman accused by the United States of providing financial support to the Lebanese militant movement Hezbollah.	http://www.nytimes.com/reuters/2015/06/27/world/middleeast/27reuters-gambia-hezbollah.html
Bomb Attacks Kill Four People at Baghdad Street Markets	Four people were killed in separate bomb attacks in Baghdad on Saturday, police and medics said.	http://www.nytimes.com/reuters/2015/06/27/world/middleeast/27reuters-mideast-crisis-iraq.html
Horror on the Sand in Tunisian Hotel Massacre	Casually dressed in dark shorts, a necklace and T-shirt, he would have looked like any other young Tunisian among the German, British and Irish sunbathers soaking up the Mediterranean heat on one of Tunisia's long, yellow beaches. 	http://www.nytimes.com/reuters/2015/06/27/world/europe/27reuters-tunisia-security-scene.html
Police Arrest Kuwaiti National, Others for Mosque Bombing	Police have arrested a number of people, among them a Kuwaiti citizen, suspected of being behind a suicide bombing at a Shiite mosque that killed 27 people, Kuwait's Interior Ministry said early Sunday.	http://www.nytimes.com/aponline/2015/06/27/world/middleeast/ap-ml-kuwait.html
